-1.9888	-1.9764	-7.0E-4
-1.9888	-1.8447	-0.0013
-1.9888	-1.7458	-0.0019
-1.9888	-1.4458	-0.0046
-1.9888	-1.144	-0.0089
-1.9888	-1.0446	-0.0113
-1.9888	-0.8098	-0.013
-1.9888	-0.6568	-0.0138
-1.9888	-0.3841	-0.0135
-1.9888	-0.1999	-0.0072
-1.9888	0.0	0.0
-1.9066	-1.9764	-9.0E-4
-1.9066	-1.8447	-0.0018
-1.9066	-1.7458	-0.0023
-1.9066	-1.4458	-0.006
-1.9066	-1.144	-0.0129
-1.9066	-1.0446	-0.0167
-1.9066	-0.8098	-0.0208
-1.9066	-0.6568	-0.0216
-1.9066	-0.3841	-0.0156
-1.9066	-0.1999	-0.0097
-1.9066	0.0	0.0
-1.7202	-1.9764	-0.0018
-1.7202	-1.8447	-0.0035
-1.7202	-1.7458	-0.0051
-1.7202	-1.4458	-0.013
-1.7202	-1.144	-0.0252
-1.7202	-1.0446	-0.0304
-1.7202	-0.8098	-0.0378
-1.7202	-0.6568	-0.0452
-1.7202	-0.3841	-0.0326
-1.7202	-0.1999	-0.0216
-1.7202	0.0	0.0
-1.4482	-1.9764	-0.0048
-1.4482	-1.8447	-0.008
-1.4482	-1.7458	-0.0112
-1.4482	-1.4458	-0.028
-1.4482	-1.144	-0.0558
-1.4482	-1.0446	-0.0782
-1.4482	-0.8098	-0.0931
-1.4482	-0.6568	-0.0893
-1.4482	-0.3841	-0.0755
-1.4482	-0.1999	-0.0441
-1.4482	0.0	0.0
-1.0969	-1.9764	-0.0111
-1.0969	-1.8447	-0.0191
-1.0969	-1.7458	-0.0262
-1.0969	-1.4458	-0.0675
-1.0969	-1.144	-0.1516
-1.0969	-1.0446	-0.1678
-1.0969	-0.8098	-0.2242
-1.0969	-0.6568	-0.2244
-1.0969	-0.3841	-0.1748
-1.0969	-0.1999	-0.1214
-1.0969	0.0	0.0
-0.9249	-1.9764	-0.0164
-0.9249	-1.8447	-0.0259
-0.9249	-1.7458	-0.0394
-0.9249	-1.4458	-0.1133
-0.9249	-1.144	-0.2139
-0.9249	-1.0446	-0.2349
-0.9249	-0.8098	-0.3279
-0.9249	-0.6568	-0.3504
-0.9249	-0.3841	-0.2696
-0.9249	-0.1999	-0.1523
-0.9249	0.0	0.0
-0.7881	-1.9764	-0.0213
-0.7881	-1.8447	-0.0321
-0.7881	-1.7458	-0.0478
-0.7881	-1.4458	-0.1364
-0.7881	-1.144	-0.2498
-0.7881	-1.0446	-0.3324
-0.7881	-0.8098	-0.3898
-0.7881	-0.6568	-0.4253
-0.7881	-0.3841	-0.3658
-0.7881	-0.1999	-0.2148
-0.7881	0.0	0.0
-0.6339	-1.9764	-0.0256
-0.6339	-1.8447	-0.0397
-0.6339	-1.7458	-0.0588
-0.6339	-1.4458	-0.1774
-0.6339	-1.144	-0.3549
-0.6339	-1.0446	-0.3791
-0.6339	-0.8098	-0.4778
-0.6339	-0.6568	-0.5417
-0.6339	-0.3841	-0.4435
-0.6339	-0.1999	-0.2308
-0.6339	0.0	0.0
-0.4071	-1.9764	-0.0328
-0.4071	-1.8447	-0.0563
-0.4071	-1.7458	-0.0814
-0.4071	-1.4458	-0.2002
-0.4071	-1.144	-0.4361
-0.4071	-1.0446	-0.4584
-0.4071	-0.8098	-0.67
-0.4071	-0.6568	-0.6173
-0.4071	-0.3841	-0.5991
-0.4071	-0.1999	-0.3303
-0.4071	0.0	0.0
-0.1989	-1.9764	-0.0338
-0.1989	-1.8447	-0.0661
-0.1989	-1.7458	-0.0931
-0.1989	-1.4458	-0.2584
-0.1989	-1.144	-0.4431
-0.1989	-1.0446	-0.5265
-0.1989	-0.8098	-0.6955
-0.1989	-0.6568	-0.8009
-0.1989	-0.3841	-0.6051
-0.1989	-0.1999	-0.3744
-0.1989	0.0	0.0
0.0	-1.9764	-0.0364
0.0	-1.8447	-0.0686
0.0	-1.7458	-0.0964
0.0	-1.4458	-0.2456
0.0	-1.144	-0.479
0.0	-1.0446	-0.6023
0.0	-0.8098	-0.6915
0.0	-0.6568	-0.7215
0.0	-0.3841	-0.6944
0.0	-0.1999	-0.3931
0.0	0.0	0.0
0.1872	-1.9764	-0.0368
0.1872	-1.8447	-0.0619
0.1872	-1.7458	-0.0921
0.1872	-1.4458	-0.2227
0.1872	-1.144	-0.4405
0.1872	-1.0446	-0.5073
0.1872	-0.8098	-0.7897
0.1872	-0.6568	-0.7959
0.1872	-0.3841	-0.6311
0.1872	-0.1999	-0.3533
0.1872	0.0	0.0
0.4345	-1.9764	-0.0302
0.4345	-1.8447	-0.0535
0.4345	-1.7458	-0.0726
0.4345	-1.4458	-0.2131
0.4345	-1.144	-0.3839
0.4345	-1.0446	-0.4424
0.4345	-0.8098	-0.6717
0.4345	-0.6568	-0.6991
0.4345	-0.3841	-0.5763
0.4345	-0.1999	-0.2899
0.4345	0.0	0.0
0.6109	-1.9764	-0.0242
0.6109	-1.8447	-0.0483
0.6109	-1.7458	-0.0654
0.6109	-1.4458	-0.1848
0.6109	-1.144	-0.3076
0.6109	-1.0446	-0.375
0.6109	-0.8098	-0.5196
0.6109	-0.6568	-0.5616
0.6109	-0.3841	-0.431
0.6109	-0.1999	-0.2705
0.6109	0.0	0.0
0.801	-1.9764	-0.0178
0.801	-1.8447	-0.0314
0.801	-1.7458	-0.0467
0.801	-1.4458	-0.1183
0.801	-1.144	-0.2772
0.801	-1.0446	-0.2848
0.801	-0.8098	-0.405
0.801	-0.6568	-0.42
0.801	-0.3841	-0.3194
0.801	-0.1999	-0.2113
0.801	0.0	0.0
0.9437	-1.9764	-0.0156
0.9437	-1.8447	-0.0288
0.9437	-1.7458	-0.0358
0.9437	-1.4458	-0.1009
0.9437	-1.144	-0.207
0.9437	-1.0446	-0.2527
0.9437	-0.8098	-0.3035
0.9437	-0.6568	-0.2966
0.9437	-0.3841	-0.2664
0.9437	-0.1999	-0.1452
0.9437	0.0	0.0
1.3085	-1.9764	-0.0062
1.3085	-1.8447	-0.0109
1.3085	-1.7458	-0.0172
1.3085	-1.4458	-0.0458
1.3085	-1.144	-0.0927
1.3085	-1.0446	-0.1049
1.3085	-0.8098	-0.1396
1.3085	-0.6568	-0.1299
1.3085	-0.3841	-0.1096
1.3085	-0.1999	-0.0723
1.3085	0.0	0.0
1.3614	-1.9764	-0.006
1.3614	-1.8447	-0.0106
1.3614	-1.7458	-0.0138
1.3614	-1.4458	-0.0354
1.3614	-1.144	-0.0789
1.3614	-1.0446	-0.0823
1.3614	-0.8098	-0.1069
1.3614	-0.6568	-0.1147
1.3614	-0.3841	-0.1078
1.3614	-0.1999	-0.0583
1.3614	0.0	0.0
1.5867	-1.9764	-0.003
1.5867	-1.8447	-0.0052
1.5867	-1.7458	-0.0074
1.5867	-1.4458	-0.0191
1.5867	-1.144	-0.0434
1.5867	-1.0446	-0.0446
1.5867	-0.8098	-0.0614
1.5867	-0.6568	-0.0621
1.5867	-0.3841	-0.0502
1.5867	-0.1999	-0.0278
1.5867	0.0	0.0
1.9191	-1.9764	-0.001
1.9191	-1.8447	-0.0015
1.9191	-1.7458	-0.0024
1.9191	-1.4458	-0.0063
1.9191	-1.144	-0.0118
1.9191	-1.0446	-0.0132
1.9191	-0.8098	-0.0181
