-1.9888	-1.9764	-7.0E-4
-1.9888	-1.8447	-0.0013
-1.9888	-1.7458	-0.0019
-1.9888	-1.4458	-0.0046
-1.9888	-1.144	-0.0089
-1.9888	-1.0446	-0.0113
-1.9888	-0.8098	-0.013
-1.9888	-0.6568	-0.0138
-1.9888	-0.3841	-0.0135
-1.9888	-0.1999	-0.0072
-1.9888	0.0	0.0
-1.9888	0.183	0.0064
-1.9888	0.3689	0.0123
-1.9888	0.549	0.016
-1.9888	0.8794	0.014
-1.9888	1.0199	0.0125
-1.9888	1.2694	0.008
-1.9888	1.5012	0.0037
-1.9888	1.7047	0.0019
-1.9888	1.8143	0.0013
-1.9888	1.9573	8.0E-4
-1.7202	-1.9764	-0.0018
-1.7202	-1.8447	-0.0035
-1.7202	-1.7458	-0.0051
-1.7202	-1.4458	-0.013
-1.7202	-1.144	-0.0252
-1.7202	-1.0446	-0.0304
-1.7202	-0.8098	-0.0378
-1.7202	-0.6568	-0.0452
-1.7202	-0.3841	-0.0326
-1.7202	-0.1999	-0.0216
-1.7202	0.0	0.0
-1.7202	0.183	0.0193
-1.7202	0.3689	0.0323
-1.7202	0.549	0.0411
-1.7202	0.8794	0.0355
-1.7202	1.0199	0.0339
-1.7202	1.2694	0.0187
-1.7202	1.5012	0.0106
-1.7202	1.7047	0.0054
-1.7202	1.8143	0.0038
-1.7202	1.9573	0.0019
-1.0969	-1.9764	-0.0111
-1.0969	-1.8447	-0.0191
-1.0969	-1.7458	-0.0262
-1.0969	-1.4458	-0.0675
-1.0969	-1.144	-0.1516
-1.0969	-1.0446	-0.1678
-1.0969	-0.8098	-0.2242
-1.0969	-0.6568	-0.2244
-1.0969	-0.3841	-0.1748
-1.0969	-0.1999	-0.1214
-1.0969	0.0	0.0
-1.0969	0.183	0.0954
-1.0969	0.3689	0.1971
-1.0969	0.549	0.2188
-1.0969	0.8794	0.2215
-1.0969	1.0199	0.1716
-1.0969	1.2694	0.1091
-1.0969	1.5012	0.0583
-1.0969	1.7047	0.0315
-1.0969	1.8143	0.0234
-1.0969	1.9573	0.0127
-0.7881	-1.9764	-0.0213
-0.7881	-1.8447	-0.0321
-0.7881	-1.7458	-0.0478
-0.7881	-1.4458	-0.1364
-0.7881	-1.144	-0.2498
-0.7881	-1.0446	-0.3324
-0.7881	-0.8098	-0.3898
-0.7881	-0.6568	-0.4253
-0.7881	-0.3841	-0.3658
-0.7881	-0.1999	-0.2148
-0.7881	0.0	0.0
-0.7881	0.183	0.1796
-0.7881	0.3689	0.3541
-0.7881	0.549	0.4016
-0.7881	0.8794	0.367
-0.7881	1.0199	0.2995
-0.7881	1.2694	0.1848
-0.7881	1.5012	0.1222
-0.7881	1.7047	0.063
-0.7881	1.8143	0.0403
-0.7881	1.9573	0.0211
-0.4071	-1.9764	-0.0328
-0.4071	-1.8447	-0.0563
-0.4071	-1.7458	-0.0814
-0.4071	-1.4458	-0.2002
-0.4071	-1.144	-0.4361
-0.4071	-1.0446	-0.4584
-0.4071	-0.8098	-0.67
-0.4071	-0.6568	-0.6173
-0.4071	-0.3841	-0.5991
-0.4071	-0.1999	-0.3303
-0.4071	0.0	0.0
-0.4071	0.183	0.2799
-0.4071	0.3689	0.5853
-0.4071	0.549	0.6203
-0.4071	0.8794	0.5691
-0.4071	1.0199	0.5002
-0.4071	1.2694	0.3412
-0.4071	1.5012	0.1896
-0.4071	1.7047	0.0902
-0.4071	1.8143	0.0645
-0.4071	1.9573	0.0334
0.0	-1.9764	-0.0364
0.0	-1.8447	-0.0686
0.0	-1.7458	-0.0964
0.0	-1.4458	-0.2456
0.0	-1.144	-0.479
0.0	-1.0446	-0.6023
0.0	-0.8098	-0.6915
0.0	-0.6568	-0.7215
0.0	-0.3841	-0.6944
0.0	-0.1999	-0.3931
0.0	0.0	0.0
0.0	0.183	0.3464
0.0	0.3689	0.6299
0.0	0.549	0.7202
0.0	0.8794	0.6531
0.0	1.0199	0.6245
0.0	1.2694	0.354
0.0	1.5012	0.2108
0.0	1.7047	0.0977
0.0	1.8143	0.0682
0.0	1.9573	0.0396
0.4345	-1.9764	-0.0302
0.4345	-1.8447	-0.0535
0.4345	-1.7458	-0.0726
0.4345	-1.4458	-0.2131
0.4345	-1.144	-0.3839
0.4345	-1.0446	-0.4424
0.4345	-0.8098	-0.6717
0.4345	-0.6568	-0.6991
0.4345	-0.3841	-0.5763
0.4345	-0.1999	-0.2899
0.4345	0.0	0.0
0.4345	0.183	0.2721
0.4345	0.3689	0.5558
0.4345	0.549	0.6684
0.4345	0.8794	0.6211
0.4345	1.0199	0.5248
0.4345	1.2694	0.2877
0.4345	1.5012	0.1773
0.4345	1.7047	0.0969
0.4345	1.8143	0.0598
0.4345	1.9573	0.0334
0.801	-1.9764	-0.0178
0.801	-1.8447	-0.0314
0.801	-1.7458	-0.0467
0.801	-1.4458	-0.1183
0.801	-1.144	-0.2772
0.801	-1.0446	-0.2848
0.801	-0.8098	-0.405
0.801	-0.6568	-0.42
0.801	-0.3841	-0.3194
0.801	-0.1999	-0.2113
0.801	0.0	0.0
0.801	0.183	0.1724
0.801	0.3689	0.3284
0.801	0.549	0.4213
0.801	0.8794	0.3579
0.801	1.0199	0.3249
0.801	1.2694	0.2184
0.801	1.5012	0.1118
0.801	1.7047	0.0593
0.801	1.8143	0.041
0.801	1.9573	0.0232
1.3085	-1.9764	-0.0062
1.3085	-1.8447	-0.0109
1.3085	-1.7458	-0.0172
1.3085	-1.4458	-0.0458
1.3085	-1.144	-0.0927
1.3085	-1.0446	-0.1049
1.3085	-0.8098	-0.1396
1.3085	-0.6568	-0.1299
1.3085	-0.3841	-0.1096
1.3085	-0.1999	-0.0723
1.3085	0.0	0.0
1.3085	0.183	0.0667
1.3085	0.3689	0.1216
1.3085	0.549	0.1282
1.3085	0.8794	0.1308
1.3085	1.0199	0.1135
1.3085	1.2694	0.0698
1.3085	1.5012	0.0358
1.3085	1.7047	0.0212
1.3085	1.8143	0.0131
1.3085	1.9573	0.0079
1.5867	-1.9764	-0.003
1.5867	-1.8447	-0.0052
1.5867	-1.7458	-0.0074
1.5867	-1.4458	-0.0191
1.5867	-1.144	-0.0434
1.5867	-1.0446	-0.0446
1.5867	-0.8098	-0.0614
1.5867	-0.6568	-0.0621
1.5867	-0.3841	-0.0502
1.5867	-0.1999	-0.0278
1.5867	0.0	0.0
1.5867	0.183	0.0306
1.5867	0.3689	0.05
1.5867	0.549	0.0667
1.5867	0.8794	0.0625
1.5867	1.0199	0.0474
1.5867	1.2694	0.0289
1.5867	1.5012	0.0158
1.5867	1.7047	0.0084
1.5867	1.8143	0.0059
1.5867	1.9573	0.0035
2.1163	-1.9764	-4.0E-4
2.1163	-1.8447	-7.0E-4
2.1163	-1.7458	-0.001
2.1163	-1.4458	-0.003
2.1163	-1.144	-0.0053
2.1163	-1.0446	-0.0071
2.1163	-0.8098	-0.0078
2.1163	-0.6568	-0.0085
2.1163	-0.3841	-0.0067
2.1163	-0.1999	-0.0045
2.1163	0.0	0.0
2.1163	0.183	0.0043
2.1163	0.3689	0.0077
2.1163	0.549	0.0093
2.1163	0.8794	0.0089
2.1163	1.0199	0.0072
2.1163	1.2694	0.0042
2.1163	1.5012	0.0022
2.1163	1.7047	0.0013
