-1.9888	-1.9764	-7.0E-4
-1.9888	-1.7458	-0.0019
-1.9888	-1.144	-0.0089
-1.9888	-0.8098	-0.013
-1.9888	-0.3841	-0.0135
-1.9888	0.0	0.0
-1.9888	0.3689	0.0123
-1.9888	0.8794	0.014
-1.9888	1.2694	0.008
-1.9888	1.7047	0.0019
-1.9888	1.9573	8.0E-4
-1.9066	-1.8447	-0.0018
-1.9066	-1.4458	-0.006
-1.9066	-1.0446	-0.0167
-1.9066	-0.6568	-0.0216
-1.9066	-0.1999	-0.0097
-1.9066	0.183	0.0099
-1.9066	0.549	0.0207
-1.9066	1.0199	0.0149
-1.9066	1.5012	0.006
-1.9066	1.8143	0.0019
-1.7202	-1.9764	-0.0018
-1.7202	-1.7458	-0.0051
-1.7202	-1.144	-0.0252
-1.7202	-0.8098	-0.0378
-1.7202	-0.3841	-0.0326
-1.7202	0.0	0.0
-1.7202	0.3689	0.0323
-1.7202	0.8794	0.0355
-1.7202	1.2694	0.0187
-1.7202	1.7047	0.0054
-1.7202	1.9573	0.0019
-1.4482	-1.8447	-0.008
-1.4482	-1.4458	-0.028
-1.4482	-1.0446	-0.0782
-1.4482	-0.6568	-0.0893
-1.4482	-0.1999	-0.0441
-1.4482	0.183	0.0467
-1.4482	0.549	0.0884
-1.4482	1.0199	0.0675
-1.4482	1.5012	0.0282
-1.4482	1.8143	0.0096
-1.0969	-1.9764	-0.0111
-1.0969	-1.7458	-0.0262
-1.0969	-1.144	-0.1516
-1.0969	-0.8098	-0.2242
-1.0969	-0.3841	-0.1748
-1.0969	0.0	0.0
-1.0969	0.3689	0.1971
-1.0969	0.8794	0.2215
-1.0969	1.2694	0.1091
-1.0969	1.7047	0.0315
-1.0969	1.9573	0.0127
-0.9249	-1.8447	-0.0259
-0.9249	-1.4458	-0.1133
-0.9249	-1.0446	-0.2349
-0.9249	-0.6568	-0.3504
-0.9249	-0.1999	-0.1523
-0.9249	0.183	0.1554
-0.9249	0.549	0.3118
-0.9249	1.0199	0.2576
-0.9249	1.5012	0.0895
-0.9249	1.8143	0.0293
-0.7881	-1.9764	-0.0213
-0.7881	-1.7458	-0.0478
-0.7881	-1.144	-0.2498
-0.7881	-0.8098	-0.3898
-0.7881	-0.3841	-0.3658
-0.7881	0.0	0.0
-0.7881	0.3689	0.3541
-0.7881	0.8794	0.367
-0.7881	1.2694	0.1848
-0.7881	1.7047	0.063
-0.7881	1.9573	0.0211
-0.6339	-1.8447	-0.0397
-0.6339	-1.4458	-0.1774
-0.6339	-1.0446	-0.3791
-0.6339	-0.6568	-0.5417
-0.6339	-0.1999	-0.2308
-0.6339	0.183	0.2363
-0.6339	0.549	0.4772
